word_id,word,songs,news,youtube,total,source_count,part_of_speech
4406c932-9d61-4ced-9c33-4a0f84b5ab91,אדחיק,1,0,0,1,1,Verb - hif'il
97ccc3f8-0b4e-4130-b98c-cdb354bdbe77,אדי,0,13,0,13,1,"Noun - masculine, Verb - pi'el"
dd476c47-bde4-419d-919b-ce96479e26b4,אדיב,0,1,0,1,1,Adjective - katil pattern
36a2504d-aef6-4e5b-a3ba-979c7444f7f7,אדים,0,1,0,1,1,Noun - masculine
b104d68a-8d90-4383-a379-5b01301edab1,אדיר,3,2,15,20,3,"Adjective - kattil pattern, Verb - hif'il"
a7d3fbf5-af91-4ccc-81eb-6a73227ce0d6,אדירה,0,1,3,4,2,Adjective - kattil pattern
f0967883-6795-43dc-8311-6fc8f429d9f0,אדירות,0,1,0,1,1,Adjective - kattil pattern
018bcd29-1851-4932-be6f-2690e9bebd4e,אדירים,0,0,1,1,1,Adjective - kattil pattern
7489d54a-b57c-4fcb-be43-c07aac398a8a,אדיש,3,0,0,3,1,Adjective - katil pattern
f91ee9b6-c058-48ae-9737-a96a91ee26b1,אדישה,1,0,0,1,1,Adjective - katil pattern
99201d69-e441-4d01-8fa4-d58e5c3472ed,אדישות,1,0,0,1,1,Adjective - katil pattern
73d389cd-8a10-4fd1-b259-ccf3acb3bc32,אדישים,0,0,2,2,1,Adjective - katil pattern
4e64fe6a-802e-4693-bade-f6a0b6b635fc,אדם,43,88,46,177,3,"Noun - katal pattern , masculine, Noun - masculine"
d65114a3-e171-49cd-a103-bfb9334eb11c,אדמה,5,5,1,11,3,"Noun - ktala pattern , feminine, Verb - hif'il, Verb - hitpa'el, Verb - nif'al, Verb - pa'al, Verb - pi'el"
d4679fed-e6df-40d8-81e3-156b7414b39e,אדמות,0,2,0,2,1,"Noun - ktala pattern , feminine"
8f7746e0-c073-49fb-9638-e4e2862112a3,אדמת,0,2,0,2,1,"Noun - kattelet pattern , feminine, Noun - ktala pattern , feminine"
37f9dc07-5e29-47f6-ac8c-5489c737dbc6,אדמתם,0,1,0,1,1,"Noun - kattelet pattern , feminine, Noun - ktala pattern , feminine"
f10c63dd-8358-4531-94c0-98c36d24fbf8,אדע,7,0,0,7,1,Verb - pa'al
dacff7e7-d0f9-4b4f-978d-d657daa886d6,אדריכל,0,1,0,1,1,Noun
94e33c1b-75d2-4d80-8e6f-ddac3be77fb7,אדריכלי,0,1,0,1,1,Noun
d9637bd9-7ac4-4a17-b1b5-b84083b13001,אהב,4,6,1,11,3,Verb - pa'al
602a013b-0050-4f4c-9ac7-59c86efc4d6b,אהבה,95,18,30,143,3,"Noun - katla pattern , feminine, Verb - pa'al"
fa972502-ab81-4527-b6f2-e01a0a06a1a8,אהבו,0,1,1,2,2,Verb - pa'al
2e0643f2-e1f4-41bf-b219-ea88594e99b4,אהבות,2,0,1,3,2,"Noun - katla pattern , feminine"
7835f227-84d5-4b34-99d1-d8d3be3c69a6,אהבנו,8,0,2,10,2,Verb - pa'al
bbd5c720-bf4e-4faf-8ff2-0cde4e201e98,אהבת,18,6,12,36,3,"Noun - katla pattern , feminine, Verb - pa'al"
4f72ba60-7cc0-49ed-aa59-09f931ed0eb7,אהבתו,1,1,2,4,3,"Noun - katla pattern , feminine"
d888e3ac-0ebb-4268-8346-14f1c043ecce,אהבתי,16,1,52,69,3,"Noun - katla pattern , feminine, Verb - pa'al"
c6ab1684-1ab9-46b6-996a-618344951c80,אהבתך,1,0,1,2,2,"Noun - katla pattern , feminine"
d6f33dfe-01b8-42c0-892d-d441f5debcb6,אהה,17,0,0,17,1,Verb - pa'al
29a51588-1a7f-4464-87f9-c7ff8696160c,אההה,1,0,2,3,2,Verb - pa'al
bc41b5e6-ce26-4d0c-8bd0-2cf752498d71,אהוב,0,1,13,14,2,Adjective - katul pattern
08828eb2-b54a-4f1a-8c8a-3cf629823719,אהובה,0,0,4,4,1,Adjective - katul pattern
7a84c59b-1265-463f-8434-684e07210468,אהובים,0,1,2,3,2,Adjective - katul pattern
bab8db66-037f-44bd-8cd5-98e784f2c5ad,אהיה,23,1,0,24,2,Verb - pa'al
84e3da4f-c175-4747-84ac-518226eb319c,אהל,0,8,0,8,1,Verb - hif'il
aff495aa-6e24-4f48-9ce2-320387c638af,אהפוך,1,0,0,1,1,Verb - pa'al
0a6cfb7d-9f88-4892-858c-724ddd77714b,או,298,258,55,611,3,Conjunction
40fbd1eb-179f-48c5-8847-c794d62a952f,אובד,1,0,0,1,1,"Verb - pa'al, Verb - pi'el"
bd851dc9-0307-420b-a6ae-4f2302432a6c,אובדן,0,2,0,2,1,Noun
af03ead1-b2ad-485f-8d31-59ed99b276fd,אובחן,0,1,0,1,1,"Verb - hif'il, Verb - pi'el"
de0c1ab1-535e-4df1-bfeb-8a8a1795f17b,אובחנה,0,1,0,1,1,Verb - pi'el
0f710683-6a0a-4683-9032-ba4e0402b5b2,אובחנו,0,2,0,2,1,Verb - pi'el
7ecebf69-0ba0-4885-a933-8e95321fa6bc,אובססיבי,1,0,0,1,1,Adjective
586b10ef-3566-4daf-b563-6ff23d3e3cba,אובססיבית,1,0,0,1,1,Adjective
dae65ff6-399f-45d0-837e-37fd07f83685,אוגדה,0,3,0,3,1,"Noun - kotel pattern , masculine, Noun - kutla pattern , feminine, Verb - pi'el"
117c4797-140a-41b7-9415-0faa4882bd18,אוגדות,0,1,0,1,1,"Noun - kutla pattern , feminine, Verb - pa'al"
bbfa0dd6-07c4-4cb1-8bbd-e87da4a89aea,אוגדת,0,6,0,6,1,"Noun - kutla pattern , feminine, Verb - pa'al, Verb - pi'el"
dab09d4a-d23c-4679-a4fd-7d2e415f506e,אוגה,1,0,0,1,1,Verb - hif'il
87e5d2c4-994c-422c-ac47-5380446e6b4f,אודה,3,1,0,4,2,"Verb - hif'il, Verb - pi'el"
439d2453-7d7c-492c-914d-2785ca6b77e9,אודיע,0,1,0,1,1,Verb - hif'il
63ca8c32-7d5b-45c7-9e4e-d923356084ca,אודם,4,0,0,4,1,"Noun - kotel pattern , masculine"
ecf046e2-675f-4d41-89a7-cd138873c343,אוהב,109,16,120,245,3,Verb - pa'al
80a5963f-41be-4b19-955b-b7d06b5e3ae3,אוהבות,1,1,0,2,2,Verb - pa'al
9be93c0e-815e-4dbd-aeba-6de7c5194434,אוהבים,7,3,99,109,3,Verb - pa'al
01da4372-792d-429d-859b-a57558cae89b,אוהבת,51,1,44,96,3,Verb - pa'al
65e1c4b3-ca52-4c7b-a3ba-746b12023bf9,אוהד,0,0,1,1,1,"Noun - kotel pattern , masculine, Verb - pa'al"
3763ce7f-eebe-4659-bf6d-21c866b6c414,אוהדי,0,1,0,1,1,"Noun - kotel pattern , masculine"
3b863917-be51-4617-b40e-3d4a573042cf,אוהדים,0,2,0,2,1,"Noun - kotel pattern , masculine, Verb - pa'al"
d820a281-1e0d-438b-9087-64822d6aa3f1,אוהל,1,0,0,1,1,"Noun - kotel pattern , masculine, Verb - hif'il"
4be81507-492c-42b0-9d7d-991b7ece99c1,אוו,10,0,7,17,2,Verb - pi'el
e83359dd-d959-413a-9128-759fe17b7b27,אוויר,22,10,2,34,3,Noun - masculine
9d3be7e1-e9a8-4b1f-8327-546676e052b6,אווירה,7,4,3,14,3,Noun - masculine
b2e474ac-b339-425e-92f5-35cb18d69921,אווירי,0,1,0,1,1,Noun - masculine
1ea03f60-45e5-4903-8add-be9fa4f2751b,אוותר,2,0,0,2,1,"Verb - nif'al, Verb - pi'el"
04183724-e3a0-42bf-87ff-193474a8541d,אוזה,0,0,1,1,1,Verb - hif'il
32d5eeac-7a85-4ab6-9aa1-2b17add4a302,אוזני,0,2,0,2,1,"Noun - kotel pattern , feminine"
96e259a3-ea28-42ba-b5d7-e02058f4490d,אוזניו,0,1,0,1,1,"Noun - kotel pattern , feminine"
c44a99cc-bba6-42b1-badb-3ded55098c37,אוזניות,1,0,1,2,2,Noun - feminine
49e0e46d-ae47-4112-8ab9-47f06270b10e,אוחז,1,0,0,1,1,Verb - pa'al
7bf4f2f3-9158-4768-bbf0-063a116a6c15,אוחזת,1,0,0,1,1,Verb - pa'al
219ed422-45ab-4106-9049-01fc20c5c6b5,אוחנה,0,4,0,4,1,Verb - hif'il
5907b97b-db31-4733-9f1c-cb736487e499,אוטו,4,3,0,7,2,Noun - masculine
a2feb373-ae8a-4a99-8e9d-100c1d5d8903,אוטובוס,1,0,2,3,2,Noun - masculine
d821529f-c1bc-480f-a008-1b47fa0b9b6d,אוטובוסים,1,1,1,3,3,Noun - masculine
f21b27d7-0380-4bd9-b002-9d5360202fb9,אוי,107,0,7,114,2,Interjection
b0dedc82-8415-414a-8170-cc62955a6bfc,אויב,1,12,0,13,2,"Noun - kotel pattern , masculine"
8be04414-5aed-4d04-9eca-1bb139807a98,אויביה,0,2,1,3,2,"Noun - kotel pattern , masculine"
290a9525-f93c-4e65-bed7-82f54df86dcc,אויביו,0,2,0,2,1,"Noun - kotel pattern , masculine"
0d8bb11d-aa4c-43ce-b003-4885bcc0c79a,אויבים,0,3,2,5,2,"Noun - kotel pattern , masculine"
676c9a16-589f-4ab9-a78f-827658302128,אויבינו,0,1,1,2,2,"Noun - kotel pattern , masculine"
43e7d59a-1582-4917-99ab-5e27c22f9539,אויר,2,0,0,2,1,Verb - pi'el
11473da3-a94e-412d-8d16-cb33946510ad,אוירה,2,0,1,3,2,Verb - pi'el
c674c1e5-266e-49a1-a1f8-52569ebe95d0,אויש,0,0,1,1,1,Verb - pi'el
ea006a2a-3cb1-4b00-ae7e-d3c0ad13df40,אוכל,27,10,4,41,3,"Noun - kotel pattern , masculine, Verb - hif'il, Verb - pa'al, Verb - pi'el"
fd299781-c118-4a6a-89b6-a21b68bb2ba4,אוכלוסיות,0,6,0,6,1,Noun - feminine
8230efaf-628d-47f5-ab39-14877c1d4d60,אוכלות,2,0,0,2,1,Verb - pa'al
61a3c0c3-6b86-45cc-999f-a2ecbdeafe18,אוכלים,3,16,0,19,2,"Noun - kotel pattern , masculine, Verb - pa'al"
899033a8-c5b9-4fcb-bc7c-42b70f393da6,אוכלת,4,0,0,4,1,"Verb - pa'al, Verb - pi'el"
5c951083-ece9-4d23-b122-af350bd5605d,אולי,140,13,17,170,3,Adverb
7ee2f06d-e48a-4c27-86dc-d5bcd7c8282c,אולם,0,4,0,4,1,"Adverb, Noun - masculine"
05f13603-a65d-4d1b-9df5-1f2dee32e799,אולצו,0,1,0,1,1,Verb - pi'el
e9c61a10-995a-4fd7-9445-6ee21bb25eb1,אומה,0,1,0,1,1,"Noun - kotel pattern , masculine, Noun - kutla pattern , feminine"
7e56b598-5f61-479e-9aaa-182b92557534,אומו,1,0,0,1,1,"Noun - kotel pattern , masculine"
ef4146aa-55ec-42a9-b3f1-02020f6b6854,אומות,0,3,0,3,1,"Noun - kutla pattern , feminine"
35629dbe-6410-4a9f-a325-e6be4023c3c4,אומלל,0,0,1,1,1,Verb - pi'el
03150147-6e50-401c-8e88-ebd4644bb617,אומן,0,1,11,12,2,"Noun - kotel pattern , masculine, Noun - masculine, Verb - pi'el"
2fe34dba-7750-42a4-bac7-a01cef735edf,אומנה,0,3,0,3,1,"Noun - masculine, Verb - pi'el"
b9956a81-8f2d-4faa-ab78-22e0f0cff246,אומנות,0,7,7,14,2,Noun - feminine
d60d6c6e-1e1e-4df8-a65a-3bd878f120f5,אומני,0,2,0,2,1,Noun - masculine
6689a95b-36fc-4f73-a93e-ef13626ef185,אומנים,1,3,1,5,3,Noun - masculine
59590f3e-6852-48c1-a0d9-0df5292eb4eb,אומנם,0,5,0,5,1,"Adverb, Noun - masculine"
f6da14da-1512-4f73-a4ec-bc705cc7925b,אומנת,0,1,0,1,1,Verb - pi'el
410d7a3d-470d-4e9b-8abf-0f3bc151969b,אומץ,8,5,1,14,3,"Noun - kotel pattern , masculine, Verb - pi'el"
ccfe8e78-de84-4fab-8fb5-3fcaaeb6de61,אומצה,0,1,0,1,1,"Noun - kotel pattern , masculine, Verb - pi'el"
240774f6-cfff-45ba-8a8d-a9e7f065e95f,אומר,39,15,15,69,3,"Verb - hif'il, Verb - pa'al"
3849f534-e915-47c9-a757-9e9b55301e94,אומרות,3,0,0,3,1,Verb - pa'al
f21b0d4c-4929-466c-877e-e768a63ef9d9,אומרים,55,30,10,95,3,Verb - pa'al
3a8ba234-f734-4379-a774-e0ba917345d5,אומרת,49,9,4,62,3,Verb - pa'al
78b197de-9f20-44d9-8b16-329f47871bbc,אומת,0,1,0,1,1,"Noun - kutla pattern , feminine, Verb - hif'il, Verb - pi'el"
1c854409-8caf-498b-bbaf-dab9ccefee05,און,1,1,0,2,2,Noun - masculine
f1edcf60-6d8c-4e13-9a8e-cada8405c730,אונו,0,1,0,1,1,"Noun - masculine, Verb - pi'el"
502ed102-623d-4ca3-8bc1-b526cb20fdfd,אוניברסיטאות,0,3,0,3,1,Noun - feminine
1f8d7c62-ed2d-4ace-9b60-4edeaebc61d7,אוניברסיטה,1,0,0,1,1,Noun - feminine
4cfd6c16-6c7f-4e1b-87a1-da7297cd6482,אוניות,1,4,0,5,2,Noun - feminine
9fc93f74-7818-435a-88df-2cf51b50ae2a,אונים,0,2,1,3,2,Noun - masculine
5c239d0b-4854-43f0-b4bd-8c986f3bd27f,אונס,0,2,0,2,1,"Verb - hif'il, Verb - pa'al"
8a997fc3-d63f-4574-a6ee-dd5c67910145,אוסף,6,2,1,9,3,"Noun - kotel pattern , masculine, Verb - hif'il, Verb - pa'al"
204c650f-8e9b-4411-b7a5-d489378722ec,אוספים,1,1,0,2,2,"Noun - kotel pattern , masculine, Verb - pa'al"
2d865516-c7da-4f12-84d7-40c8b0fbe15b,אוספת,1,0,0,1,1,Verb - pa'al
4f2dbac1-5d31-46e8-8d31-03ade240f850,אוסר,0,3,0,3,1,"Verb - hif'il, Verb - pa'al"
6bdb7934-c7f6-4988-825c-ea3f339a3b7c,אופה,1,0,0,1,1,"Noun - kotel pattern , masculine, Verb - pa'al"
df30d21f-8620-4158-842a-e5e7f81bde95,אופי,4,1,0,5,2,"Noun - kotel pattern , masculine"
d192e66f-b8e9-40ba-a500-d42761d2704d,אופיו,0,1,0,1,1,"Noun - kotel pattern , masculine"
8101b2f1-4988-49ec-84fd-c7d2e1c6483c,אופייניות,0,1,0,1,1,Adjective
609e0517-d6b6-4fbf-b400-f1cd8e11c3fd,אופן,0,12,0,12,1,"Noun - kotel pattern , masculine, Noun - masculine"
94ac4819-9270-4ce8-af2c-d56ec682fc1b,אופנה,0,4,0,4,1,"Noun, Noun - kotel pattern , masculine, Noun - kotla pattern , feminine, Noun - masculine, Verb - hif'il"
08af57d1-fc6d-467d-bfdd-5ec9824a44c8,אופנוע,1,1,0,2,2,Noun - masculine
5fe35635-4478-4520-8fc3-bb5b9f7b75dc,אופניים,1,3,0,4,2,Noun
d1b22381-40e9-44a7-8b4c-38e9b94d4de0,אופס,1,0,0,1,1,Verb - pi'el
1988915c-aac4-442f-8446-b251caa0d334,אופקים,0,2,0,2,1,"Noun - kotel pattern , masculine"
f2ebec66-db7f-49ff-978c-345297c4b1c0,אוצר,1,3,1,5,3,"Noun - kotal pattern , masculine, Verb - hif'il, Verb - pa'al"
26270c0d-023a-49fd-a5b4-ef8c0855750e,אוצרות,0,1,0,1,1,"Noun - kotal pattern , masculine, Verb - pa'al"
c257c4b2-f7d6-4957-83a3-3efdef9d4042,אוצרי,1,0,0,1,1,"Noun - kotal pattern , masculine"
f2fd9821-59b6-4cde-bd13-7caad22668b1,אוצרם,0,0,1,1,1,"Noun - kotal pattern , masculine"
1ff03cfd-3dfa-4c66-bc11-588a73572c65,אוקטן,0,1,0,1,1,Verb - hif'il
cc77d5e8-a953-4bc4-896c-e9ef8efbebd0,אור,44,27,18,89,3,Noun - masculine
5ae2a42c-f78c-4a09-a78f-0095f58dc6ea,אורבים,0,1,0,1,1,Verb - pa'al
347cb4e4-0e31-453e-b1e4-de5e2bc54e75,אורו,0,1,0,1,1,Noun - masculine
8cbfb06f-9cc6-422b-af0c-588b80d70e31,אורות,12,6,1,19,3,"Noun - masculine, Verb - pa'al"
8b1da479-f5e1-473b-8f21-db0a76c89c76,אורז,1,1,1,3,3,"Noun - kotel pattern , masculine, Verb - pa'al"
a0ecdd75-d100-404e-93b3-605797ec5697,אורזת,3,0,0,3,1,Verb - pa'al
393928c2-3505-4c8e-abeb-6d234cc7d60a,אורח,3,19,0,22,2,"Noun - kotel pattern , masculine, Verb - pi'el"
dd547326-ddbf-4100-971e-66d223060722,אורחים,0,7,0,7,1,"Noun - kotel pattern , masculine"
2d27f667-2c2a-48b2-b485-da2da46342f6,אורי,0,9,8,17,2,Noun - masculine
bb176f9e-4796-4770-8c68-b5febaea9e08,אורך,0,2,1,3,2,"Noun - kotel pattern , masculine, Noun - masculine, Verb - pa'al"
44ca01ea-4120-4e77-8129-ace133a0ddb6,אורכה,0,1,0,1,1,"Noun - kotel pattern , masculine"
07692f8a-3d4e-43c3-99e6-367ac4f1fad7,אורן,0,2,0,2,1,"Noun - kotel pattern , masculine, Noun - masculine"
4536ac48-0b9f-4427-a98c-32de93ae0b67,אושפז,0,1,0,1,1,Verb - pi'el
191b672a-3960-42e0-8d2e-1e2485300701,אושר,12,4,28,44,3,"Noun - kotel pattern , masculine, Verb - huf'al, Verb - pi'el"
635e3656-5103-47f3-81b4-f7537b087355,אושרה,0,2,0,2,1,"Noun - kotel pattern , masculine, Verb - hif'il, Verb - pi'el"
a60ec283-87e3-4812-9c2c-2d25a7f9f5a6,אושרו,0,3,0,3,1,"Noun - kotel pattern , masculine, Verb - pi'el"
e15e59f4-dfc4-410d-bf6b-5b1273911a6a,אושרי,0,1,0,1,1,"Noun - kotel pattern , masculine"
3556fef1-761c-4cac-b628-268b9585a1d5,אות,3,8,3,14,3,"Noun - feminine, Noun - masculine"
01cfb2c4-e9a7-4995-8a24-9ec4121bafbf,אותה,58,49,23,130,3,"Noun - feminine, Noun - masculine, Preposition"
e3aed48f-c830-436d-a82c-1528828c7c16,אותו,90,116,102,308,3,"Noun - feminine, Noun - masculine, Preposition"
14396205-823a-4173-b8ac-39ee0a6b7f9e,אותי,400,22,104,526,3,"Noun - feminine, Noun - masculine, Preposition"
bd21ecbd-b205-4784-8454-99e9bd0f1865,אותיות,4,2,0,6,2,Noun - feminine
c87d011a-b178-4676-bd3d-e7a306bf6769,אותך,347,6,261,614,3,"Noun - feminine, Noun - masculine, Preposition, Verb - hif'il"
c72a2826-1761-4e84-80c7-40e758ca92b6,אותכם,0,0,21,21,1,"Noun - feminine, Noun - masculine"
ecd83706-6c41-4e8d-8520-431df3243893,אותם,22,82,14,118,3,"Noun - feminine, Noun - masculine, Preposition"
5619ce1e-0f8d-4651-86a0-37898519a5b6,אותן,7,8,0,15,2,"Noun - feminine, Noun - masculine, Preposition"
1abcd805-e09d-46dc-b3ee-2b6d86a26e53,אותנו,29,26,47,102,3,"Noun - feminine, Noun - masculine, Preposition"
346e4f69-c611-464e-860a-38d859fda599,אותרו,0,3,0,3,1,Verb - pi'el
8d07d6b3-f726-4345-a153-98ea9de8b7fe,אז,426,34,50,510,3,Conjunction
